provider_id,state,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison,readm_30_ami_hrrp_number_of_readmissions,readm_30_cabg_hrrp_number_of_readmissions,readm_30_copd_hrrp_number_of_readmissions,readm_30_hf_hrrp_number_of_readmissions,readm_30_hip_knee_hrrp_number_of_readmissions,readm_30_pn_hrrp_number_of_readmissions,readm_30_ami_hrrp_number_of_discharges,readm_30_cabg_hrrp_number_of_discharges,readm_30_copd_hrrp_number_of_discharges,readm_30_hf_hrrp_number_of_discharges,readm_30_hip_knee_hrrp_number_of_discharges,readm_30_pn_hrrp_number_of_discharges,readm_30_ami_hrrp_excess_readmission_ratio,readm_30_cabg_hrrp_excess_readmission_ratio,readm_30_copd_hrrp_excess_readmission_ratio,readm_30_hf_hrrp_excess_readmission_ratio,readm_30_hip_knee_hrrp_excess_readmission_ratio,readm_30_pn_hrrp_excess_readmission_ratio,readm_30_ami_hrrp_predicted_readmission_rate,readm_30_cabg_hrrp_predicted_readmission_rate,readm_30_copd_hrrp_predicted_readmission_rate,readm_30_hf_hrrp_predicted_readmission_rate,readm_30_hip_knee_hrrp_predicted_readmission_rate,readm_30_pn_hrrp_predicted_readmission_rate,readm_30_ami_hrrp_expected_readmission_rate,readm_30_cabg_hrrp_expected_readmission_rate,readm_30_copd_hrrp_expected_readmission_rate,readm_30_hf_hrrp_expected_readmission_rate,readm_30_hip_knee_hrrp_expected_readmission_rate,readm_30_pn_hrrp_expected_readmission_rate,value
180105,KY,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2.0,2.0,,1.0,2.0,1.0,3.0,2.0,,,76.0,31.0,,49.0,,,251.0,138.0,,211.0,,,1.3004,1.0132,,1.2158,,,23.2547,21.8756,,18.4779,,,17.8827,21.5901,,15.1983,0.909537
180106,KY,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,3.0,2.0,3.0,,,,25.0,18.0,,25.0,,,104.0,68.0,,142.0,,,1.0863,1.0548,,1.0518,,,18.8544,21.68,,15.814,,,17.3573,20.5539,,15.0345,0.987174
180115,KY,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,1.0,3.0,2.0,3.0,2.0,,,37.0,20.0,,28.0,,,161.0,55.0,,118.0,,,1.0651,1.1057,,1.1485,,,20.3706,24.6935,,17.7563,,,19.125999999999998,22.3319,,15.4609,0.945534
180116,KY,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,14.0,,76.0,54.0,0.0,128.0,44.0,,363.0,220.0,,514.0,1.0667,,0.9751,1.0228,1.1492,1.2564,22.6746,,21.4132,23.8944,6.0861,22.5058,21.256,,21.9606,23.362,5.2958,17.9127,1.0519889999999998
180124,KY,Acute Care Hospitals,Proprietary,1,1,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,12.0,,65.0,37.0,38.0,48.0,43.0,,243.0,188.0,653.0,236.0,1.0861,,1.1858,0.9833,1.1568,1.1434,16.7752,,22.0278,20.2248,5.3825,17.4428,15.4449,,18.5768,20.5677,4.6531,15.2558,0.9974620000000001
180127,KY,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,,53.0,52.0,0.0,51.0,,,283.0,249.0,,236.0,1.0155,,1.0165,1.0025,0.9689,1.1095,15.4616,,18.3495,20.8231,4.9594,19.2993,15.225999999999999,,18.0518,20.7719,5.1188,17.3949,0.9675600000000001
180128,KY,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,,,71.0,42.0,,47.0,,,287.0,149.0,0.0,219.0,,,1.1431,1.075,,1.0807,,,21.6208,25.0986,,19.5854,,,18.9136,23.3466,,18.1236,0.9863940000000001
180130,KY,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,65.0,20.0,152.0,279.0,67.0,307.0,502.0,166.0,922.0,1485.0,2074.0,2075.0,0.8974,0.9663,0.8867,0.9025,0.7917,0.9089,14.1899,12.7639,17.3392,19.2049,3.4484,15.0284,15.8119,13.2097,19.5553,21.2808,4.3557,16.5353,0.97282
180132,KY,Acute Care Hospitals,Proprietary,1,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,53.0,0.0,121.0,124.0,0.0,169.0,333.0,,632.0,533.0,,944.0,1.0431,1.0881,1.0281,1.0841,1.0444,1.0504,15.1922,14.5051,18.8588,22.3307,5.0414,17.6334,14.5639,13.3312,18.3439,20.5977,4.827,16.7873,0.973937
180138,KY,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,26.0,41.0,0.0,22.0,,,126.0,123.0,,183.0,,,1.0116,1.1508,0.9817,0.8875,,,20.0243,26.061,5.4558,15.3408,,,19.7953,22.6457,5.5574,17.2858,0.9255530000000001
180139,KY,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2.0,2.0,,2.0,2.0,2.0,3.0,2.0,,,80.0,23.0,,24.0,,,305.0,88.0,,149.0,,,1.1716,1.0346,,0.975,,,22.704,23.7047,,16.9893,,,19.3787,22.9122,,17.425,0.953543
180141,KY,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,11.0,,18.0,28.0,,16.0,63.0,,70.0,117.0,,105.0,1.0125,,1.0503,1.0273,,0.9297,16.3044,,20.9864,22.4953,,18.9673,16.1038,,19.9819,21.8966,,20.4023,1.049674
180143,KY,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,24.0,,49.0,60.0,31.0,67.0,115.0,,184.0,210.0,431.0,332.0,1.0777,,1.1241,1.1268,1.2667,1.1012,17.0762,,22.3132,24.9879,6.1033,18.6583,15.8452,,19.85,22.177,4.8182,16.9428,0.9501440000000001
180149,KY,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,2.0,,2.0,3.0,2.0,2.0,,,,0.0,12.0,,22.0,,,,58.0,,133.0,,,0.9834,1.0046,,1.0067,,,16.7512,20.2106,,16.2888,,,17.0341,20.1174,,16.1809,0.916257
180153,KY,Acute Care Hospitals,Voluntary non-profit - Private,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181301,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,3,4.0,2.0,,2.0,3.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181302,KY,Critical Access Hospitals,Voluntary non-profit - Other,1,1,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181304,KY,Critical Access Hospitals,Government - Local,1,1,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181305,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,3,4.0,2.0,,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181306,KY,Critical Access Hospitals,Voluntary non-profit - Church,1,1,3.0,2.0,,2.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181307,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181308,KY,Critical Access Hospitals,Proprietary,1,1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181309,KY,Critical Access Hospitals,Government - Hospital District or Authority,1,1,4.0,2.0,,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181310,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181311,KY,Critical Access Hospitals,Voluntary non-profit - Church,1,1,3.0,,,2.0,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181312,KY,Critical Access Hospitals,Proprietary,1,1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181314,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181315,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3.0,,,2.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181316,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181317,KY,Critical Access Hospitals,Voluntary non-profit - Other,1,1,3.0,2.0,,2.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181318,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181319,KY,Critical Access Hospitals,Government - Local,1,1,3.0,2.0,,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181320,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181321,KY,Critical Access Hospitals,Voluntary non-profit - Other,1,1,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181322,KY,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181323,KY,Critical Access Hospitals,Proprietary,1,1,3.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181324,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181325,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181327,KY,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,,1.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181328,KY,Critical Access Hospitals,Government - Local,1,1,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181329,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,3,3.0,2.0,,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181330,KY,Critical Access Hospitals,Government - Local,1,1,2.0,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181331,KY,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183300,KY,Childrens,Voluntary non-profit - Private,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190002,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,42.0,27.0,132.0,148.0,18.0,144.0,209.0,141.0,609.0,715.0,455.0,801.0,1.0833,1.1419,1.023,0.9394,0.9314,0.9836,17.8051,15.7788,21.4197,21.2407,4.2593,18.0862,16.4366,13.8178,20.9377,22.612,4.5729,18.3887,1.022601
190003,LA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,2.0,,,2.0,,0.0,,0.0,12.0,0.0,12.0,,,,75.0,,101.0,1.023,,0.9586,0.9395,0.9307,0.9076,17.6333,,21.795,21.1021,4.9526,16.8718,17.237000000000002,,22.7363,22.461,5.3214,18.5888,1.150199
190004,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,28.0,11.0,67.0,103.0,18.0,75.0,177.0,71.0,305.0,444.0,298.0,381.0,0.9816,1.0338,1.0137,1.0066,1.1505,1.0563,16.4382,13.8592,21.6632,23.1056,5.1233,18.9286,16.7463,13.4066,21.371,22.954,4.4532,17.92,0.9775510000000001
190005,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,,0.0,0.0,,,,,,,0.0,,1.0069,,0.9885,0.9664,,,15.8729,,17.9703,19.396,,,15.7642,,18.1801,20.0706,,,1.000335
190006,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,,2.0,,3.0,2.0,1.0,1.0,,,,,,0.0,,,,,,,,,,,,0.9872,,,,,,17.273,,,,,,17.4963,1.008401
190007,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,,,14.0,32.0,0.0,37.0,,,107.0,141.0,,293.0,,,0.937,1.0015,0.9368,0.8837,,,17.0125,22.6282,4.6577,14.7659,,,18.1566,22.594,4.9721,16.71,1.126206
190008,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,43.0,0.0,88.0,162.0,15.0,106.0,276.0,,437.0,616.0,268.0,558.0,0.966,1.0749,0.9925,1.1173,1.0569,1.022,16.3202,15.1425,20.253,25.1569,5.1928,18.7888,16.895,14.087,20.4059,22.5153,4.9132,18.3837,1.002006
190011,LA,Acute Care Hospitals,Proprietary,1,1,3.0,,2.0,2.0,2.0,2.0,1.0,2.0,,,0.0,16.0,,0.0,,,,54.0,,,,,1.0368,1.0643,,1.0459,,,17.6332,22.4452,,15.4798,,,17.0077,21.0882,,14.8006,1.058243
190013,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,0.0,,34.0,43.0,23.0,47.0,,,224.0,180.0,379.0,314.0,1.0107,,0.9085,1.0332,1.1485,0.9078,14.2393,,18.0024,22.7655,5.3426,16.5655,14.0884,,19.8158,22.0343,4.6516,18.2488,1.022275
190014,LA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,,29.0,42.0,,40.0,,,144.0,182.0,,167.0,0.9420000000000001,,1.0148,1.0225,,1.1413,18.0796,,19.463,22.3196,,19.7632,19.1931,,19.1794,21.8293,,17.3167,1.127258
190015,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,40.0,0.0,89.0,96.0,14.0,134.0,210.0,,450.0,512.0,115.0,676.0,1.0316,0.9538,1.0014,0.8646,1.2407,1.0393,18.1575,15.1159,19.7564,20.5056,8.2327,19.5189,17.601,15.8475,19.727999999999998,23.718000000000004,6.6355,18.7807,1.1316959999999998
190017,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,15.0,,39.0,78.0,0.0,96.0,104.0,,283.0,416.0,,611.0,0.9448,,0.8390000000000001,0.8729,0.8704,0.9107,17.699,,17.9254,20.7672,4.6011,16.5036,18.7326,,21.3656,23.7901,5.2863,18.1216,1.078142
190019,LA,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,55.0,20.0,74.0,143.0,0.0,121.0,352.0,201.0,392.0,683.0,,781.0,0.9654,0.8678,0.9751,0.9476,0.9447,0.9184,16.2092,12.3938,19.3065,21.4247,6.0961,16.0556,16.7901,14.280999999999999,19.8003,22.6098,6.452999999999999,17.4829,1.042702
190020,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,18.0,,27.0,35.0,0.0,76.0,67.0,,143.0,170.0,,317.0,1.1215,,1.0092,0.9955,1.1254,1.285,16.8701,,18.4629,20.7486,5.7646,19.8943,15.0426,,18.2942,20.8419,5.1221,15.4821,1.076239
190025,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,2.0,2.0,,2.0,2.0,,,,12.0,25.0,,50.0,,,46.0,134.0,,279.0,,,1.0433,0.9478,,1.0075,,,20.0198,21.1187,,17.7832,,,19.1894,22.2824,,17.6516,1.220631
190026,LA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,53.0,23.0,79.0,127.0,0.0,138.0,316.0,155.0,400.0,617.0,,836.0,1.0128,1.0365,1.0076,0.9702,1.0637,0.9661,16.5341,14.0294,19.6247,20.8843,5.6108,16.7209,16.3244,13.5355,19.4772,21.5257,5.2748,17.3083,1.0532270000000001
190027,LA,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,25.0,12.0,60.0,99.0,0.0,86.0,163.0,50.0,281.0,459.0,,458.0,0.9962,1.1103,0.9754,0.9749,1.1379,1.0295,15.4748,16.4876,21.9726,21.9134,4.8614,18.4437,15.5343,14.8498,22.5273,22.478,4.2724,17.9158,1.037648
190034,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,38.0,0.0,30.0,,,,130.0,,149.0,,,0.9596,1.1302,0.9037,1.0418,,,17.7773,23.4317,3.7310000000000003,18.6955,,,18.5263,20.7317,4.1284,17.9453,1.095661
190036,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,71.0,0.0,75.0,227.0,31.0,118.0,294.0,,293.0,949.0,436.0,607.0,1.1643,1.0168,1.0895,1.0292,1.2415,1.0504,20.9907,14.6989,23.5546,23.7286,6.1263,19.0113,18.0292,14.4556,21.619,23.0548,4.9347,18.0986,0.9579979999999999
190039,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,29.0,0.0,43.0,88.0,0.0,35.0,117.0,,221.0,425.0,,246.0,1.0992,0.9404,0.9577,0.9496,1.0758,0.9109,19.8572,12.6546,20.7883,21.4594,4.8482,16.1802,18.0649,13.4572,21.7063,22.5987,4.5064,17.7628,1.0122959999999999
190040,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,23.0,0.0,49.0,88.0,0.0,65.0,115.0,,237.0,309.0,,344.0,1.0244,1.0102,1.0131,1.1378,0.946,1.0035,18.7178,14.8896,20.307000000000002,25.8071,5.0903,18.8414,18.2716,14.7392,20.0449,22.6818,5.3805,18.7752,0.9551280000000001
190041,LA,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,26.0,0.0,71.0,99.0,15.0,84.0,160.0,,315.0,414.0,263.0,439.0,0.9735,0.9596,1.053,1.0333,1.0841,1.0358,17.2563,13.2923,21.4224,23.414,5.1029,18.7089,17.7258,13.8526,20.3436,22.6587,4.7072,18.0616,1.0863909999999999
190044,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2.0,2.0,1.0,2.0,2.0,2.0,3.0,,,,21.0,43.0,,49.0,,,143.0,186.0,,332.0,,,0.9529,1.0278,,0.9735,,,16.8645,22.2034,,15.1678,,,17.6984,21.6019,,15.5804,1.0139120000000001
190045,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,38.0,14.0,66.0,100.0,11.0,80.0,200.0,52.0,328.0,386.0,249.0,420.0,1.032,1.143,0.9927,1.0762,0.9389,1.0532,18.0609,17.4774,20.2713,24.7021,4.9131,18.4022,17.500999999999998,15.2905,20.4198,22.953000000000003,5.2327,17.4723,1.002893
190046,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,29.0,77.0,14.0,66.0,,,143.0,330.0,308.0,363.0,0.9222,0.961,0.9985,1.0089,1.0376,0.9945,17.0725,14.7129,20.3516,23.1652,4.3139,18.2619,18.5129,15.3094,20.3828,22.9616,4.1576,18.3627,1.014369
190050,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,3.0,,2.0,3.0,2.0,2.0,1.0,0.0,,31.0,38.0,,42.0,,,236.0,165.0,,240.0,1.0074,,0.8892,0.9922,,1.0069,22.5276,,16.3454,23.3303,,17.3515,22.3621,,18.3817,23.5141,,17.2318,1.038403
190053,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,,42.0,57.0,0.0,114.0,,,229.0,266.0,,507.0,1.057,,1.0067,0.9757,1.0271,1.2138,23.195,,18.1513,22.0017,4.2645,20.464000000000002,21.9452,,18.0308,22.5502,4.1518,16.859,1.053983
190054,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,14.0,,37.0,64.0,0.0,53.0,111.0,,221.0,282.0,,398.0,0.9442,,0.9782,1.0131,0.8021,0.8969,15.6489,,17.384,22.4078,4.262,14.7021,16.5738,,17.7711,22.1174,5.3133,16.3925,1.161837
190060,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,19.0,0.0,58.0,122.0,27.0,110.0,154.0,,364.0,536.0,412.0,639.0,0.9198,1.0655,0.9197,1.0421,1.1627,1.0189,15.5212,14.8844,17.4387,22.2851,5.8284,17.0624,16.8737,13.9689,18.9608,21.3842,5.0129,16.7451,1.024469
190064,LA,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,51.0,31.0,55.0,165.0,34.0,108.0,339.0,216.0,355.0,873.0,962.0,789.0,0.9821,1.0202,0.8931,0.9489,0.8459,0.9083,15.3511,14.0266,17.5817,19.2596,3.8716,14.2993,15.6305,13.7489,19.686,20.296,4.5769,15.7423,1.004485
190065,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,41.0,0.0,52.0,148.0,13.0,115.0,234.0,,241.0,619.0,302.0,682.0,1.0243,0.8393,1.0335,1.0837,0.9831,1.0136,16.9182,11.2206,20.6587,23.1033,4.4146,16.7606,16.5165,13.3696,19.99,21.319000000000003,4.4905,16.5364,0.98516
190079,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,,,2.0,2.0,2.0,2.0,,,,,21.0,,0.0,,,,77.0,,,,,,1.0829,,1.021,,,,21.0461,,16.5596,,,,19.4353,,16.2195,0.962644
190081,LA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,,2.0,2.0,1.0,2.0,,,,23.0,18.0,,54.0,,,143.0,85.0,,334.0,,,0.9764,0.9903,,0.9878,,,17.1567,21.8822,,16.3548,,,17.5708,22.0966,,16.5573,0.9309940000000001
190086,LA,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,0.0,,43.0,88.0,0.0,85.0,,,257.0,341.0,,369.0,0.9656,,0.9697,1.1217,1.0235,1.2355,15.4441,,17.5058,23.7045,5.6829,20.0193,15.9939,,18.0535,21.133000000000003,5.5524,16.2036,1.1435549999999999
190088,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,,3.0,3.0,2.0,3.0,,,,25.0,22.0,,27.0,,,134.0,99.0,,205.0,,,0.9957,1.0169,,0.9231,,,18.8657,21.1895,,15.1358,,,18.9464,20.8376,,16.3969,1.04257
190090,LA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,,2.0,2.0,2.0,3.0,1.0,,,14.0,0.0,,25.0,,,46.0,,,141.0,,,1.0792,0.9436,,1.0129,,,19.6147,20.5327,,17.257,,,18.1752,21.7604,,17.0369,1.2376530000000001
190098,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,25.0,,20.0,61.0,0.0,16.0,106.0,,78.0,208.0,,99.0,1.1206,,1.062,1.1735,1.0421,1.0041,17.2686,,20.4757,24.5386,4.457,15.9497,15.4108,,19.2799,20.9102,4.2767,15.884,1.019568
190099,LA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,,2.0,2.0,2.0,3.0,,,,19.0,35.0,,51.0,,,88.0,138.0,,295.0,,,1.0526,1.0786,,1.06,,,17.8286,22.0058,,16.2897,,,16.9378,20.402,,15.3676,1.141102
190102,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,24.0,0.0,76.0,122.0,13.0,107.0,160.0,,395.0,570.0,404.0,661.0,0.9868,1.0091,1.0183,0.9707,0.8614,0.9549,15.4827,14.9433,18.9387,21.726999999999997,3.9353,16.5487,15.6897,14.8086,18.5979,22.3831,4.5687,17.3303,1.063648
190106,LA,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,,2.0,,2.0,3.0,,,,14.0,21.0,,27.0,0.0,,116.0,85.0,,154.0,,,0.9307,1.0481,,1.031,,,15.9728,21.3494,,16.5247,,,17.1612,20.369,,16.0277,1.051959
190111,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,105.0,47.0,217.0,350.0,33.0,223.0,608.0,348.0,1224.0,1666.0,766.0,1480.0,0.9925,0.9789,0.8817,0.9266,0.9051,0.8372,17.3437,13.7214,18.4155,21.2923,4.563,15.689,17.4752,14.0178,20.8861,22.98,5.0416,18.7393,1.0681530000000001
190114,LA,Acute Care Hospitals,Government - Local,1,1,4.0,2.0,2.0,2.0,3.0,2.0,3.0,,,,13.0,28.0,,28.0,,,73.0,138.0,,259.0,,,0.9996,1.0087,,0.8618,,,17.8467,19.9106,,13.6757,,,17.8544,19.7381,,15.868,1.215115
190116,LA,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,,,15.0,28.0,,21.0,,,77.0,110.0,,172.0,,,1.0028,1.0698,,0.9472,,,19.2373,21.6874,,13.7694,,,19.1831,20.2733,,14.5363,1.003109
190118,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,,2.0,3.0,1.0,3.0,2.0,,,24.0,29.0,,16.0,,,121.0,120.0,,108.0,,,1.0449,1.0626,,1.0083,,,17.4911,21.1138,,14.4359,,,16.7393,19.8696,,14.3169,1.202118
190125,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,36.0,0.0,67.0,127.0,15.0,159.0,267.0,,387.0,603.0,457.0,849.0,0.9182,0.8414,0.914,0.9507,0.8231,1.0026,15.3655,11.6516,18.8697,21.581,4.1166,18.7116,16.7341,13.8485,20.6445,22.7001,5.0012,18.6627,1.02711
190128,LA,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,,2.0,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02119
